,Unnamed: 0,Log,new_tag
447,447,i walked 3 miles i felt accomplished and my legs were tired,Aerobic
448,448,i did twenty push ups  i felt weak and fatigued,Strength
449,449,i did fifty sit ups my stomach hurt,Strength
450,450,"i just ran 2 miles! i felt great, very energetic",Aerobic
451,451,i just biked for 8 miles i felt very tired,Aerobic
452,452,i just walked stairs for 30 minutes. i felt energized.,Aerobic
453,453,"i walked for 30 minutes. i was bored but, felt refreshed.",Aerobic
454,454,doing running feel better,Aerobic
455,455,jumping feel better,Aerobic
456,456,i just completed a set of reps on the bench press this is the most i have ever bench pressed- this is great.,Strength
457,457,i just completed 10 minutes of planks my abs will be burning tomorrow,Strength
458,458,walk at home exercise felt strength,Aerobic
459,459,squats felt strength,Strength
460,460,i did aerobics for 30 minutes i felt very light,Aerobic
461,461,i went walking for 30 minutes it made me energetic,Aerobic
462,462,i did 50 push-ups i am very tired,Strength
463,463,i walked 5 miles i feel very accomplished,Aerobic
464,464,i did heavy bench presses. i felt stronger than i thought i would!,Strength
465,465,i did forward lunges. my legs were burning and felt like jello.,Strength
466,466,a played three hours of tennis. i felt amazing.,Aerobic
467,467,i went for a five hour hike. the last stretch was rough on my back.,Aerobic
468,468,"i worked out chest and did bench press i'm very sore now, but it feels good",Strength
469,469,i just did 15 pull ups my shoulders are very tired,Strength
470,470,i walked 5 miles. i felt very energized.,Aerobic
471,471,i rode my bike for 20 miles.  it was hard but i felt good when i finished,Aerobic
472,472,i walked 2km i felt good about myself.,Aerobic
473,473,i bounced on the yoga ball for an hour. i felt accomplished.,Aerobic
474,474,i played volleyball in a tournament. i was tired.,Aerobic
475,475,i did some rock climbing. my arms felt like jello afterwards.,Aerobic
476,476,i did five jumping jacks it was fun,Aerobic
477,477,i played basketball i felt like a champ,Aerobic
478,478,i walked 10 miles i felt tired,Aerobic
479,479,i rode 6 miles on my bike i felt motivated,Aerobic
480,480,i spent 30 minutes playing audioshield. i feel pumped up!,Aerobic
481,481,i did three sets of 15 planks. i feel sore and glad that they're over.,Strength
482,482,i just walked 40 minutes on the treadmill at an incline of 3%. i felt out of breath and tired.,Aerobic
483,483,i just did yoga for 30 minutes. my muscles were sore.,Aerobic
484,484,i did 50 jumping jacks felt fine - heart was was up but i was feeling doos,Aerobic
485,485,i ran to my parents house about a mile away i felt out of shape and winded,Aerobic
486,486,i did 20 pushups. i feel energized.,Strength
487,487,i did 30 situps. i'm starting to feel the burn.,Strength
488,488,i played racquet ball for an hour i felt exhausted,Aerobic
489,489,i went to the gym and lifted weights for 2 hours i felt incredibly sore and tired,Strength
490,490,i took an hour long yoga class. i felt energized.,Aerobic
491,491,i ran on the treadmill for 30 minutes. my calves are killing me.,Aerobic
492,492,i ran a mile. i feel awful.,Aerobic
493,493,i lifted weights for 30 mins. i feel strong!,Strength
494,494,i danced for 2 hours. i was pleased.,Aerobic
495,495,jogged for 1 mile. i felt exhausted.,Aerobic
496,496,i did 3 sets of bench press. my arms were getting tired.,Strength
497,497,i squatted 250 pounds. my legs feel shaky.,Strength
498,498,i walked 4 miles i felt invigorated,Aerobic
499,499,i jogged 1 mile i felt out of breath,Aerobic
500,500,pushups i felt strong and pumped,Strength
501,501,running  i felt fresh.,Aerobic
502,502,i did 25 squats my thighs hurted a lot,Strength
503,503,i did planks my abdomen was hurt,Strength
504,504,i just rode my bike ten miles. i felt winded.,Aerobic
505,505,i just ran for thirty minutes. my legs ache.,Aerobic
506,506,running feel better,Aerobic
507,507,jumping feel better,Aerobic
508,508,i played basketball yesterday with my son. i generally felt ok...i was a little tired but not too bad,Aerobic
509,509,i rode my bike this morning on the bike path my legs were really sore and i was winded after the bike ride,Aerobic
510,510,i ran one mile. i felt powerful.,Aerobic
511,511,i lifted weights for 15 minutes. i felt sore.,Strength
512,512,i just did 100 jumping jacks i felt sore,Aerobic
513,513,i walked 4 miles on the treadmill. i felt energized.,Aerobic
514,514,jogging i jogged for fifteen minutes and felt like the energy was drained out of me,Aerobic
515,515,squats i did squats and the following day my thighs were in so much pain,Strength
516,516,"i run around my neighbor hood every morning.  after my run, i feel out of breath because there are a lot of hills.",Aerobic
517,517,"three times a week, i go to the gym and lift weights.  i feel sore for about a day after i work out, then i feel stronger.",Strength
518,518,i did ten minutes of yoga i felt relaxed and less tense,Aerobic
519,519,i did ten minutes of cardio i felt winded,Aerobic
520,520,i worked a free hand exercise it was very useful to me,Aerobic
521,521,i walk early morning reduce fat,Aerobic
522,522,"lifting 25 pound dumbells for bicep curls i felt tired, but couldve liften more",Strength
523,523,i just biked 10 miles i felt exhausted,Aerobic
524,524,i did zumba for 50 minutes. it made me feel energized.,Aerobic
525,525,i swam laps for 25 minutes. it was very challenging.,Aerobic
526,526,i did 50 jumping jacks i felt energized and ready for the day,Aerobic
527,527,i did 100 push ups i felt like my arms were on fire!,Strength
528,528,i just ran a mile. i felt really tired and short of breath.,Aerobic
529,529,i just did cycling for half an hour. i felt that my legs are completely out of strength.,Aerobic
530,530,i climbed six flights of stairs i am really out of breath.,Aerobic
531,531,i biked for 20 miles today. my legs feel like jell-o.,Aerobic
532,532,"i climbed 30 flights of stairs. my legs are going to be sore tomorrow, they're on fire!",Aerobic
533,533,"i beat my record, doing 100 sit ups. i feel absolutely accomplished!",Strength
534,534,i jogged 2 miles. i feel refreshed.,Aerobic
535,535,i just biked 3 miles. my legs really hurt.,Aerobic
536,536,i rode 30 minutes on a stationery bike my legs feel like jelly,Aerobic
537,537,i did a circuit with the trainer i'm going to be so sore tomorrow,Aerobic
538,538,i just lifted 5 pound weights for thirty minutes i felt tired,Strength
539,539,i just ran 2 miles i felt exhilarated,Aerobic
540,540,i rode a bike for six kilometers. my legs hurt!,Aerobic
541,541,i went kayaking for one hour. i feel reinvigorated.,Aerobic
542,542,i pushed dumbells two sets at a time. pumped up.,Strength
543,543,i do push ups. i feel weak.,Strength
544,544,3 sets of 10 reps bench press felt energized after completing,Strength
545,545,10 mile run. i felt tired.,Aerobic
546,546,"today i went to the gym and lifted wieghts i felt really out shape, but felt energized after my workout",Strength
547,547,today i jogged for 1 hour i felt super out of breath and out of shape.,Aerobic
548,548,i just did 100 push ups my arms were killing me,Strength
549,549,i performed 100 military situps my abs were hurting so bad,Strength
550,550,i played basketball for a half hour. i felt out of shape since i was instantly out of breath.,Aerobic
551,551,i worked out on the elliptical for a half hour.  it felt nice since the elliptical is not a straining workout.,Aerobic
552,552,"my first exercise would be football, this is easily tracked by using my smart watch to track steps and distances to give my amount of calories burned. i do not even consider this a traditional type of workout as i enjoy it so much.",Aerobic
553,553,my second workout was a free-weight and body weight workout which was also monitored via a smart watch this workout was also enjoyable since i like working out but a lot more demanding and tougher compared to the previous workout,Strength
554,554,"in my living room, i did 20 sit ups on the floor. i felt strained and out of shape.",Strength
555,555,i walked outside for 30 minutes. i felt energized.,Aerobic
556,556,danced to three high energy songs felt very excited,Aerobic
557,557,walked for 30 mins around the neighborhood felt winded,Aerobic
558,558,i pedaled on the exercise bike for 45 minutes my legs felt strong!,Aerobic
559,559,i ran on the treadmill for 15 minutes! that almost killed me!,Aerobic
560,560,"i ran 6 miles with my best friend. i felt very tired, as my friend is faster than me, so its not easy to run his pace.",Aerobic
561,561,"i lifted weights for 30 minutes. my body is a little sore, but i feel pretty good overall.",Strength
562,562,bnech presses was one of my first workouts. i felt sore because i hadn't done them in a long time.,Strength
563,563,lunges are very challenging but i love doing them. my legs were burning and kind of wobbly. i loved the feeling.,Strength
564,564,i took a five-mile walk. i felt re-energized.,Aerobic
565,565,i participated in a taekwondo class. i felt focused.,Strength
566,566,"""i did twenty push-up."" "" i felt happy.""",Strength
567,567,""" i played tennis for one hour."" "" i felt energized.""",Aerobic
568,568,i ran two miles it was excellent,Aerobic
569,569,i play one hour for foot ball i feel fresh,Aerobic
570,570,i used the stationary bike for 30 minutes i felt winded in my first work out and realized i need to build up my endurance.,Aerobic
571,571,i lifted weights for 30 minutes. i felt sore but at the same time felt great.,Strength
572,572,i played golf with my friend i felt better after the work out because i burned calories.,Aerobic
573,573,second workout is situps  well it felt exhausting.,Strength
574,574,i am every morning play a volley ball i am really strong my body fitness,Aerobic
575,575,i am every evening play a table tennis i am really out of shape,Aerobic
576,576,my first workout would normally start with some running in place. i would feel good because my heart beat would be up and my blood is circulating through my body.,Aerobic
577,577,"my second work out would start with my hand weights. i would lift the weights up and work my arms with the hand weights. i have a couple variations of how i lift them. i start trying to wear my self out with the hand weight workout, so i am getting tired.",Strength
578,578,jogging healthy,Aerobic
579,579,riding freshness,Aerobic
580,580,i just play foot ball  this is improve my body fitness,Aerobic
581,581,i just play volley ball i am really out of shape,Aerobic
582,582,"i played tennis for an hour. i felt energized, excited, and happy.",Aerobic
583,583,"i ran on the trail for 30 minutes. i was tired, out of breath, and sweaty!",Aerobic
584,584,i finally practiced doing pilates this morning. it really made me feel so weak!,Aerobic
585,585,i can't believe i started lifting weights again. my arms feel like complete rubber this morning.,Strength
586,586,i played volleyball for an hour. i felt terrific.,Aerobic
587,587,i played softball for three hours. i was exhausting.,Aerobic
588,588,i just ran three miles it was terrible,Aerobic
589,589,i swam fifteen laps i felt strong,Aerobic
590,590,i played a three hour basketball. i felt strong,Aerobic
591,591,i did fifteen push ups i feel great,Strength
592,592,i squatted 3x8. i felt strong and empowered.,Strength
593,593,i went rowing on the erg machine. i felt tired afterwards.,Aerobic
594,594,i just ran five miles it was terrible!,Aerobic
